∆Ï˙ó,’◊∏˜,∞Áº≈,…◊ıé,ìË◊°≥˛,ìË◊° Òl,ìË◊°”¿∑Ω,∆´ÜUó¯1,∆´ÜUó¯2,íkÖR…◊,õgÖR…◊,íkÖR≥˛,õgÖR≥˛,¡Ô“∑,≥˛“∑,íkõg—◊ºä,¸Ník≥˛,¸Ník Òl,¸Nõg≥˛,¸Nõg Òl,∞Á∆¸›xïä◊æ≤ÒìË◊°≥˛,∞Á∆¸›xïä◊æ≤ÒìË◊° Òl,∞Á∆¸›xïä◊æ≤ÒìË◊°”¿∑Ω,∞Á∆¸›xïä◊æ≤Ò¡Ô“∑
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:30,3452,4,4143060,-2,0,3399,3452,3452.2,3,1,3,0,2,0,0,4,4143060,2422,2514640320,1117,0.859280303030303
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:31,3452,1,1035600,0,0,3399,3452,3452.2,3,1,3,0,2,0,0,1,1035600,2423,2515675920,1117,0.859685665593638
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:31,3452,2,2071260,0,0,3399,3452,3453,2,6,0.333333333333333,0,2,0,0,2,2071260,2425,2517747180,1117,0.859088329865708
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:32,3452,2,2071200,0,0,3399,3451.6,3451.8,1,1,1,0,2,0,0,2,2071200,2427,2519818380,1117,0.85911497730711
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:33,3451.6,1,1035480,0,0,3399,3451.4,3451.8,2,1,2,0,2,0,0,1,1035480,2428,2520853860,1117,0.859330686330119
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:34,3451.8,1,1035540,0,0,3399,3451.8,3452,1,4,0.25,0,1,1,1035540,0,0,2429,2521889400,1117,0.858870205932364
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:34,3451.8,3,3106740,1,0,3399,3451.8,3452,1,2,0.5,0,2,0,0,3,3106740,2432,2524996140,1118,0.858734655335222
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:35,3450.8,20,20706840,-8,0,3399,3450.8,3452,1,2,0.5,0,2,0,0,20,20706840,2452,2545702980,1110,0.858599207098358
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:35,3450.8,0,0,0,0,3399,3450.8,3452,1,3,0.333333333333333,0,0,0,0,0,0,2452,2545702980,1110,0.858301886792453
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:36,3450.8,2,2070480,2,0,3399,3451,3451.8,1,2,0.5,0,2,0,0,2,2070480,2454,2547773460,1112,0.858166729536024
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:36,3450.8,2,2070480,2,0,3399,3450.6,3451,1,7,0.142857142857143,0,2,0,0,2,2070480,2456,2549843940,1114,0.857223582595592
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:37,3450.6,1,1035180,0,0,3399,3450.4,3450.8,5,5,1,0,2,0,0,1,1035180,2457,2550879120,1114,0.85735792246895
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:37,3450.4,2,2070360,0,0,3399,3450.4,3450.8,4,4,1,0,2,0,0,2,2070360,2459,2552949480,1114,0.857465212485897
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:38,3450.4,1,1035120,0,0,3399,3450.4,3450.6,3,1,3,0,2,0,0,1,1035120,2460,2553984600,1114,0.857868020304569
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:38,3450.4,1,1035120,0,0,3399,3450.4,3450.6,2,1,2,0,2,0,0,1,1035120,2461,2555019720,1114,0.858082706766917
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:39,3450.4,13,13455960,4,0,3399,3450,3450.4,34,5,6.8,0,2,0,0,13,13455960,2474,2568475680,1118,0.863661971830986
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:39,3450,4,4140000,-1,0,3399,3450,3450.4,30,5,6,0,2,0,0,4,4140000,2478,2572615680,1117,0.868480300187617
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:40,3450,6,6210120,0,0,3399,3450,3450.4,25,4,6.25,0,2,0,0,6,6210120,2484,2578825800,1117,0.872515935508061
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:40,3450,2,2070120,0,0,3399,3450,3450.4,24,3,8,0,2,0,0,2,2070120,2486,2580895920,1117,0.876522390856286
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:41,3450,6,6210000,5,0,3399,3450,3450.2,18,3,6,0,2,0,0,6,6210000,2492,2587105920,1122,0.87940074906367
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:41,3450,4,4140000,0,0,3399,3450,3450.4,14,4,3.5,0,2,0,0,4,4140000,2496,2591245920,1122,0.881362275449102
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:42,3450,12,12420000,8,0,3399,3450,3450.2,2,2,1,0,2,0,0,12,12420000,2508,2603665920,1130,0.881406659184437
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:42,3450,4,4140060,3,0,3399,3449.8,3450,1,44,0.0227272727272727,0,2,0,0,4,4140060,2512,2607805980,1133,0.874397031539889
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:43,3450,0,0,0,0,3399,3449.8,3450,1,53,0.0188679245283019,0,0,0,0,0,0,2512,2607805980,1133,0.86606650744075
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:43,3449.8,3,3104820,3,0,3399,3449,3449.8,1,3,0.333333333333333,0,2,0,0,3,3104820,2515,2610910800,1136,0.865773044436284
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:44,3449,1,1034700,0,0,3399,3448.4,3449,1,2,0.5,0,2,0,0,1,1034700,2516,2611945500,1136,0.865638766519824
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:44,3449,3,3103740,0,0,3399,3448.2,3449,6,4,1.5,0,1,3,3103740,0,0,2519,2615049240,1136,0.866104181951577
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:45,3449,1,1034700,1,0,3399,3448.2,3449,6,3,2,0,1,1,1034700,0,0,2520,2616083940,1137,0.866727772685609
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:45,3448.2,3,3103440,2,0,3399,3448.2,3448.4,4,1,4,0,2,0,0,3,3103440,2523,2619187380,1139,0.867302052785924
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:46,3448.2,1,1034460,1,0,3399,3448.2,3448.4,3,1,3,0,2,0,0,1,1034460,2524,2620221840,1140,0.86769287154114
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:46,3448.2,1,1034460,1,0,3399,3448.2,3448.4,2,1,2,0,2,0,0,1,1034460,2525,2621256300,1141,0.867900329791132
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:47,3448.4,4,4137900,0,0,3399,3448.4,3449,2,5,0.4,0,1,4,4137900,0,0,2529,2625394200,1141,0.867472084935017
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:47,3448.4,1,1034520,0,0,3399,3448.4,3449,1,5,0.2,0,2,0,0,1,1034520,2530,2626428720,1141,0.866861741038771
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:48,3448.4,1,1034520,0,0,3399,3448,3449,12,5,2.4,0,2,0,0,1,1034520,2531,2627463240,1141,0.868262378951215
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:48,3448.4,0,0,0,0,3399,3448.4,3448.8,2,1,2,0,0,0,0,0,0,2531,2627463240,1141,0.868469126781147
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:49,3448.2,5,5172840,1,0,3399,3448.2,3449,2,3,0.666666666666667,0,2,0,0,5,5172840,2536,2632636080,1142,0.868358590469235
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:49,3448.2,0,0,0,0,3399,3448.2,3448.8,3,1,3,0,0,0,0,0,0,2536,2632636080,1142,0.868747718145309
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:50,3448.8,3,3103560,1,0,3399,3448.2,3449,1,3,0.333333333333333,0,1,3,3103560,0,0,2539,2635739640,1143,0.86845466155811
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:50,3448,5,5172960,3,0,3399,3448,3448.8,17,1,17,0,2,0,0,5,5172960,2544,2640912600,1146,0.871397300255381
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:51,3448.2,1,1034460,0,0,3399,3448,3448.2,17,3,5.66666666666667,0,1,1,1034460,0,0,2545,2641947060,1146,0.874020054694622
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:51,3448,10,10344120,6,0,3399,3448,3448.2,15,1,15,0,2,0,0,10,10344120,2555,2652291180,1152,0.876594969012031
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:52,3448,7,7240800,2,0,3399,3448,3448.2,8,1,8,0,2,0,0,7,7240800,2562,2659531980,1154,0.877893202114088
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:52,3448,8,8275200,0,0,3399,3447.6,3448,1,3,0.333333333333333,0,2,0,0,8,8275200,2570,2667807180,1154,0.877595628415301
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:53,3447.6,7,7240680,1,0,3399,3447,3447.6,1,3,0.333333333333333,0,2,0,0,7,7240680,2577,2675047860,1155,0.877298379756053
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:53,3448,7,7240260,-1,0,3399,3448,3448.2,10,2,5,0,1,7,7240260,0,0,2584,2682288120,1154,0.878798908098271
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:54,3448,10,10344000,0,0,3399,3447,3448.2,1,2,0.5,0,2,0,0,10,10344000,2594,2692632120,1154,0.878661087866109
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:54,3448,0,0,0,0,3399,3448,3448.2,5,2,2.5,0,0,0,0,0,0,2594,2692632120,1154,0.879250772867794
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:55,3448,3,3103200,0,0,3399,3448,3448.2,2,2,1,0,2,0,0,3,3103200,2597,2695735320,1154,0.879294673695692
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:55,3448.2,4,4137720,-1,0,3399,3447,3448.2,1,1,1,0,1,4,4137720,0,0,2601,2699873040,1153,0.87931661214104
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:56,3447,3,3102300,-1,0,3399,3447,3448.2,3,1,3,0,2,0,0,3,3102300,2604,2702975340,1152,0.879701980737779
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:56,3448.2,2,2068860,0,0,3399,3447.2,3448.8,2,2,1,0,1,2,2068860,0,0,2606,2705044200,1152,0.879745685740236
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:57,3448,1,1034400,0,0,3399,3448,3448.8,4,2,2,0,1,1,1034400,0,0,2607,2706078600,1152,0.88015253313964
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:57,3448.6,1,1034580,0,0,3399,3448,3448.8,5,2,2.5,0,1,1,1034580,0,0,2608,2707113180,1152,0.880740606280632
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:58,3448.8,5,5172240,1,0,3399,3448,3448.8,3,1,3,0,1,5,5172240,0,0,2613,2712285420,1153,0.881125226860254
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:58,3448,4,4137840,-2,0,3399,3448,3449.2,5,1,5,0,2,0,0,4,4137840,2617,2716423260,1151,0.881872618399565
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:59,3448.4,2,2069040,0,0,3399,3449,3449.2,3,1,3,0,1,2,2069040,0,0,2619,2718492300,1151,0.882256894049347
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:25:59,3449,2,2069460,-1,0,3399,3449,3449.4,2,4,0.5,0,2,0,0,2,2069460,2621,2720561760,1150,0.881979695431472
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:00,3449.4,1,1034820,0,0,3399,3449.2,3449.4,3,3,1,0,1,1,1034820,0,0,2622,2721596580,1150,0.882043848523283
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:00,3449.4,3,3104460,0,0,3399,3449.4,3449.8,3,3,1,0,1,3,3104460,0,0,2625,2724701040,1150,0.882107931908729
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:01,3449.4,1,1034820,1,0,3399,3449.6,3449.8,2,3,0.666666666666667,0,2,0,0,1,1034820,2626,2725735860,1151,0.881990950226244
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:02,3449.4,2,2069640,2,0,3399,3449.4,3449.8,3,3,1,0,2,0,0,2,2069640,2628,2727805500,1153,0.88205499276411
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:03,3449.8,3,3104820,-1,0,3399,3449.4,3450,3,15,0.2,0,1,3,3104820,0,0,2631,2730910320,1152,0.880209272956883
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:03,3449.8,0,0,0,0,3399,3449.6,3450,4,15,0.266666666666667,0,0,0,0,0,0,2631,2730910320,1152,0.878553436487945
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:04,3449.8,2,2069880,0,0,3399,3449.6,3450,7,16,0.4375,0,1,2,2069880,0,0,2633,2732980200,1152,0.877287405812702
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:04,3450,3,3104880,0,0,3399,3449.8,3450,4,14,0.285714285714286,0,1,3,3104880,0,0,2636,2736085080,1152,0.87580529706514
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:05,3450,9,9314520,0,0,3399,3449.8,3450,1,11,0.0909090909090909,0,1,9,9314520,0,0,2645,2745399600,1152,0.87426326129666
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:05,3450,8,8279820,0,0,3399,3449.4,3450,2,5,0.4,0,1,8,8279820,0,0,2653,2753679420,1152,0.87384011420414
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:06,3450,6,6210000,1,0,3399,3450,3450.2,4,1,4,0,1,6,6210000,0,0,2659,2759889420,1153,0.874397859054416
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:06,3450,0,0,0,0,3399,3450,3450.2,6,1,6,0,0,0,0,0,0,2659,2759889420,1153,0.875312165536925
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:07,3450.2,1,1035060,0,0,3399,3450,3451.6,6,1,6,0,1,1,1035060,0,0,2660,2760924480,1153,0.876226145889067
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:07,3450.2,0,0,0,0,3399,3450.2,3451.6,7,1,7,0,0,0,0,0,0,2660,2760924480,1153,0.877318116975749
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:08,3451.6,2,2070540,0,0,3399,3450.2,3451.4,7,2,3.5,0,1,2,2070540,0,0,2662,2762995020,1153,0.87825311942959
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:08,3451.6,2,2070960,0,0,3399,3450.4,3451.4,3,1,3,0,1,2,2070960,0,0,2664,2765065980,1153,0.878631260024951
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:09,3451.6,1,1035480,-1,0,3399,3451.4,3451.8,2,3,0.666666666666667,0,1,1,1035480,0,0,2665,2766101460,1152,0.878517990737442
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:10,3451.4,1,1035420,0,0,3399,3451.4,3451.8,1,3,0.333333333333333,0,2,0,0,1,1035420,2666,2767136880,1152,0.878226811465195
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:10,3451,3,3106020,0,0,3399,3450.4,3451,8,8,1,0,2,0,0,3,3106020,2669,2770242900,1152,0.8784
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:11,3451,1,1035300,1,0,3399,3450.4,3451,8,7,1.14285714285714,0,1,1,1035300,0,0,2670,2771278200,1153,0.878728693181818
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:11,3451,4,4141200,4,0,3399,3450.4,3451,9,3,3,0,1,4,4141200,0,0,2674,2775419400,1157,0.879858030168589
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:12,3451,0,0,0,0,3399,3450.6,3451,1,3,0.333333333333333,0,0,0,0,0,0,2674,2775419400,1157,0.879567222419298
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:13,3450.2,13,13456980,8,0,3399,3450.2,3451,6,1,6,0,2,0,0,13,13456980,2687,2788876380,1165,0.880475261571201
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:14,3450.4,2,2070420,1,0,3399,3451,3451.6,3,1,3,0,1,2,2070420,0,0,2689,2790946800,1166,0.880851063829787
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:14,3451,2,2070480,-2,0,3399,3451,3451.6,4,1,4,0,2,0,0,2,2070480,2691,2793017280,1164,0.881404006381847
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:15,3451.6,2,2070960,0,0,3399,3451.6,3451.8,1,2,0.5,0,1,2,2070960,0,0,2693,2795088240,1164,0.88126882863725
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:16,3451,2,2070780,0,0,3399,3451,3451.8,3,2,1.5,0,2,0,0,2,2070780,2695,2797159020,1164,0.8814880425155
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:16,3450.2,5,5176500,5,0,3399,3450.2,3451.8,6,1,6,0,2,0,0,5,5176500,2700,2802335520,1169,0.882394615657102
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:17,3450.2,0,0,0,0,3399,3450.2,3451,6,1,6,0,0,0,0,0,0,2700,2802335520,1169,0.883300867717372
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:18,3450.2,0,0,0,0,3399,3450.2,3451,8,1,8,0,0,0,0,0,0,2700,2802335520,1169,0.884560906515581
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:19,3450.2,8,8280720,4,0,3399,3450,3451.8,16,1,16,0,2,0,0,8,8280720,2708,2810616240,1173,0.88723667905824
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:20,3450.2,0,0,0,0,3399,3450.4,3451.6,1,1,1,0,0,0,0,0,0,2708,2810616240,1173,0.887256637168142
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:20,3450.2,1,1035060,1,0,3399,3450,3451.6,16,1,16,0,2,0,0,1,1035060,2709,2811651300,1174,0.889930985666254
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:21,3450.2,0,0,0,0,3399,3450,3451.6,18,1,18,0,0,0,0,0,0,2709,2811651300,1174,0.892958244869073
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:21,3450.2,0,0,0,0,3399,3450.4,3451.6,1,1,1,0,0,0,0,0,0,2709,2811651300,1174,0.89297718025827
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:22,3450.2,0,0,0,0,3399,3450.4,3451,1,1,1,0,0,0,0,0,0,2709,2811651300,1174,0.892996108949416
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:22,3451,11,11385360,4,0,3399,3450,3451.6,10,1,10,0,1,11,11385360,0,0,2720,2823036660,1178,0.894606542882405
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:23,3451,0,0,0,0,3399,3451,3451.6,2,1,2,0,0,0,0,0,0,2720,2823036660,1178,0.89480198019802
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:23,3451,0,0,0,0,3399,3451.2,3451.6,2,1,2,0,0,0,0,0,0,2720,2823036660,1178,0.894997348417889
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:24,3451,0,0,0,0,3399,3451,3451.6,3,1,3,0,0,0,0,0,0,2720,2823036660,1178,0.895369388476493
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:26,3451,2,2070600,2,0,3399,3451,3451.6,1,1,1,0,2,0,0,2,2070600,2722,2825107260,1180,0.895387877716911
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:27,3451,1,1035300,1,0,3399,3451,3451.4,1,3,0.333333333333333,0,2,0,0,1,1035300,2723,2826142560,1181,0.895090074178735
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:28,3451,1,1035300,1,0,3399,3450.6,3451.4,1,3,0.333333333333333,0,2,0,0,1,1035300,2724,2827177860,1182,0.894792586054722
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:29,3450,14,14491080,6,0,3399,3450,3451,7,3,2.33333333333333,0,2,0,0,14,14491080,2738,2841668940,1188,0.895553987297107
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:30,3451,1,1035300,0,0,3399,3450.8,3451,2,3,0.666666666666667,0,1,1,1035300,0,0,2739,2842704240,1188,0.895432904249692
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:30,3451,1,1035300,1,0,3399,3450.8,3451,2,2,1,0,1,1,1035300,0,0,2740,2843739540,1189,0.895469769081615
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:31,3451.8,11,11389920,-9,0,3399,3450.2,3451.8,2,4,0.5,0,1,11,11389920,0,0,2751,2855129460,1180,0.895191122071517
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:32,3451.8,0,0,0,0,3399,3450.2,3451.8,3,4,0.75,0,0,0,0,0,0,2751,2855129460,1180,0.895088892800563
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:33,3451,2,2070600,-1,0,3399,3450.2,3450.8,3,1,3,0,1,2,2070600,0,0,2753,2857200060,1179,0.89545934530095
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:34,3450.2,1,1035060,0,0,3399,3450.2,3450.8,2,1,2,0,2,0,0,1,1035060,2754,2858235120,1179,0.895653704029562
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:35,3450.2,3,3105600,2,0,3399,3450.2,3451.6,2,5,0.4,0,2,0,0,3,3105600,2757,2861340720,1181,0.89521800281294
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:36,3450.2,0,0,0,0,3399,3450.2,3451,2,1,2,0,0,0,0,0,0,2757,2861340720,1181,0.895412198980489
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:36,3450.2,0,0,0,0,3399,3450.2,3451,2,2,1,0,0,0,0,0,0,2757,2861340720,1181,0.895448954489545
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:37,3450.2,2,2070360,1,0,3399,3450.2,3451,2,2,1,0,2,0,0,2,2070360,2759,2863411080,1182,0.895485684173546
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:39,3451,1,1035300,1,0,3399,3450.2,3451,3,5,0.6,0,1,1,1035300,0,0,2760,2864446380,1183,0.895226395226395
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:39,3451,0,0,0,0,3399,3450.2,3451,4,5,0.8,0,0,0,0,0,0,2760,2864446380,1183,0.895142907241803
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:40,3451,1,1035300,1,0,3399,3450.2,3451,4,4,1,0,1,1,1035300,0,0,2761,2865481680,1184,0.895216400911162
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:40,3451,1,1035300,0,0,3399,3450.2,3450.8,4,3,1.33333333333333,0,1,1,1035300,0,0,2762,2866516980,1184,0.895446584938704
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:41,3450.2,2,2070120,0,0,3399,3450.2,3450.8,2,3,0.666666666666667,0,2,0,0,2,2070120,2764,2868587100,1184,0.895326448450902
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:41,3450.2,0,0,0,0,3399,3450.2,3450.8,2,4,0.5,0,0,0,0,0,0,2764,2868587100,1184,0.895049851320623
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:42,3450.8,1,1035240,-1,0,3399,3450.2,3450.8,2,5,0.4,0,1,1,1035240,0,0,2765,2869622340,1183,0.894617266689969
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:42,3450.8,1,1035240,0,0,3399,3450.2,3450.8,2,4,0.5,0,1,1,1035240,0,0,2766,2870657580,1183,0.894341599720573
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:43,3450.8,0,0,0,0,3399,3450.4,3450.8,1,4,0.25,0,0,0,0,0,0,2766,2870657580,1183,0.893891797556719
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:45,3451,7,7246680,0,0,3399,3450.2,3451,2,8,0.25,0,1,7,7246680,0,0,2773,2877904260,1183,0.89299407459045
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:46,3450.2,1,1035060,0,0,3399,3450.2,3451,1,8,0.125,0,2,0,0,1,1035060,2774,2878939320,1183,0.891924817264184
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:48,3450.4,1,1035120,0,0,3399,3450.2,3450.4,1,1,1,0,1,1,1035120,0,0,2775,2879974440,1183,0.891943622759701
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:26:49,3450.2,1,1035060,1,0,3399,3450,3450.4,21,1,21,0,2,0,0,1,1035060,2776,2881009500,1184,0.89544189283229
